NR_Cell_Identity,NR_Cell_Identity_decimal,Cell_Site_Common_Name,TAC,AWS Region
066CA80DA,1724547290,RIRIC00527A,42150,East - 1
066CA80EF,1724547311,RIRIC00553A,42150,East - 1
066CA8104,1724547332,RIRIC00559A,42150,East - 1
066CA8119,1724547353,RIRIC00561A,42150,East - 1
066CA9008,1724551176,RIRIC00051A,42150,East - 1
066CA901D,1724551197,RIRIC00111A,42150,East - 1
066CA9032,1724551218,RIRIC00193A,42150,East - 1
066CA9047,1724551239,RIRIC00228A,42150,East - 1
066CA905C,1724551260,RIRIC00274A,42150,East - 1
066CA9086,1724551302,RIRIC00287A,42150,East - 1
066CA909B,1724551323,RIRIC00375A,42150,East - 1
066CA90C5,1724551365,RIRIC00397A,42150,East - 1
066CA90EF,1724551407,RIRIC00515A,42150,East - 1
066CA9104,1724551428,RIRIC00552A,42150,East - 1
066CA9119,1724551449,RIRIC00569A,42150,East - 1
066CAA008,1724555272,RIRIC00091A,42160,East - 1
066CAA01D,1724555293,RIRIC00101A,42160,East - 1
066CAA032,1724555314,RIRIC00105A,42160,East - 1
066CAA047,1724555335,RIRIC00115A,42160,East - 1
066CAA05C,1724555356,RIRIC00247B,42160,East - 1
066CAA09B,1724555419,RIRIC00457A,42160,East - 1
066CA3008,1724526600,RIRIC00049B,42170,East - 1
066CA301D,1724526621,RIRIC00094A,42170,East - 1
066CA3032,1724526642,RIRIC00108A,42170,East - 1
066CA3047,1724526663,RIRIC00118A,42170,East - 1
066CA305C,1724526684,RIRIC00176A,42170,East - 1
066CA3086,1724526726,RIRIC00202A,42170,East - 1
066CA309B,1724526747,RIRIC00279A,42170,East - 1
066CA30DA,1724526810,RIRIC00454A,42170,East - 1
066CA30EF,1724526831,RIRIC00455A,42170,East - 1
066CA3104,1724526852,RIRIC00534A,42170,East - 1
066CA3119,1724526873,RIRIC00557A,42170,East - 1
066CA401D,1724530717,RIRIC00117A,42170,East - 1
066CA4032,1724530738,RIRIC00143A,42170,East - 1
066CA4047,1724530759,RIRIC00175A,42170,East - 1
066CA405C,1724530780,RIRIC00265A,42170,East - 1
066CA4086,1724530822,RIRIC00299B,42170,East - 1
066CA40C5,1724530885,RIRIC00465A,42170,East - 1
0655190EF,1699844335,PHPHL00519A,41695,East - 1
06551B0EF,1699852527,PHPHL00481B,41695,East - 1
03DC56086,1036345478,KNTYS00149A,25496,East - 1
08510301D,2232430621,CLRDU00262A,54696,East - 1
08510305C,2232430684,CLRDU00383A,54696,East - 1
0851030C5,2232430789,CLRDU00674A,54696,East - 1
0851030DA,2232430810,CLRDU00676A,54696,East - 1
08510401D,2232434717,CLRDU00094A,54696,East - 1
08510405C,2232434780,CLRDU00145A,54696,East - 1
0851040C5,2232434885,CLRDU00499A,54696,East - 1
0851040DA,2232434906,CLRDU00522A,54696,East - 1
0851040EF,2232434927,CLRDU00539A,54696,East - 1
08510601D,2232442909,CLRDU00007A,54696,East - 1
08510605C,2232442972,CLRDU00646A,54696,East - 1
0851060C5,2232443077,CLRDU00551A,54696,East - 1
0851060DA,2232443098,CLRDU00155A,54696,East - 1
0851060EF,2232443119,CLRDU00627A,54696,East - 1
08510701D,2232447005,CLRDU00173A,54696,East - 1
08510705C,2232447068,CLRDU00587A,54696,East - 1
0851070C5,2232447173,CLRDU00123A,54696,East - 1
0851070DA,2232447194,CLRDU00581A,54696,East - 1
0851070EF,2232447215,CLRDU00568A,54696,East - 1
08510801D,2232451101,CLRDU00117A,54696,East - 1
08510805C,2232451164,CLRDU00297A,54696,East - 1
0851080C5,2232451269,CLRDU00570A,54696,East - 1
0851080EF,2232451311,CLRDU00591A,54696,East - 1
08510901D,2232455197,CLRDU00008A,54696,East - 1
08510905C,2232455260,CLRDU00235A,54696,East - 1
0851090C5,2232455365,CLRDU00565A,54696,East - 1
0851090DA,2232455386,CLRDU00577A,54696,East - 1
0851090EF,2232455407,CLRDU00593A,54696,East - 1
08510A008,2232459272,CLRDU00313A,54696,East - 1
08510A01D,2232459293,CLRDU00154A,54696,East - 1
08510A032,2232459314,CLRDU00010A,54696,East - 1
08510A047,2232459335,CLRDU00363A,54696,East - 1
08510A05C,2232459356,CLRDU00404A,54696,East - 1
08510A086,2232459398,CLRDU00687A,54696,East - 1
08510A09B,2232459419,CLRDU00218A,54696,East - 1
08510A0C5,2232459461,CLRDU00628A,54696,East - 1
08510A0DA,2232459482,CLRDU00303A,54696,East - 1
08510A104,2232459524,CLRDU00347A,54696,East - 1
08510A119,2232459545,CLRDU00293A,54696,East - 1
08510B008,2232463368,CLRDU00310A,54696,East - 1
08510B01D,2232463389,CLRDU00530A,54696,East - 1
08510B032,2232463410,CLRDU00238A,54696,East - 1
08510B047,2232463431,CLRDU00294A,54696,East - 1
08510B05C,2232463452,CLRDU00100A,54696,East - 1
08510B086,2232463494,CLRDU00526A,54696,East - 1
08510B09B,2232463515,CLRDU00542A,54696,East - 1
08510B0C5,2232463557,CLRDU00301A,54696,East - 1
08510B0DA,2232463578,CLRDU00319A,54696,East - 1
08510B0EF,2232463599,CLRDU00331A,54696,East - 1
08510B104,2232463620,CLRDU00622A,54696,East - 1
08510B119,2232463641,CLRDU00636A,54696,East - 1
08511301D,2232496157,CLRDU00140A,54696,East - 1
08511305C,2232496220,CLRDU00614A,54696,East - 1
0851130C5,2232496325,CLRDU00130A,54696,East - 1
0851130DA,2232496346,CLRDU00299A,54696,East - 1
0851130EF,2232496367,CLRDU00277A,54696,East - 1
